S17-ER-1001,Azure Queues (1) -- Sentry (1) -- Tableau (1) -- Berkeley DB (1) -- ODE (1) -- OpenStack Keystone (1) -- Globus Tools (2)
-,-
S17-IO-3000,SQL Server (1) -- Nimbus (1) -- Taverna (1) -- Chef (1) -- Tyrant (1) -- FITS (1) -- DataTurbine (2)
S17-IO-3002,TensorFlow (1) -- Azure Stream Analytics (1) -- Ambari (1) -- Galaxy (1) -- Bioconductor (1) -- OPeNDAP (2) -- BlinkDB (2)
S17-IO-3003,QPid (1) -- Stomp (1) -- Apatar (1) -- Google FlumeJava (1) -- Sqrrl (1) -- Scalding (2) -- OSGi (2)
S17-IO-3004,appfog (1) -- Dream:Lab (1) -- MySQL (1) -- ZHT (1) -- RYA (1) -- Summingbird (2) -- SQLite (2)
S17-IO-3005,Amazon Kinesis (1) -- Inca (1) -- Gora (general object from NoSQL) (1) -- RabbitMQ (1) -- JClouds (1) -- Megastore and Spanner (2) -- Any2Api (2)
S17-IO-3008,"CINET (1) -- Linux-Vserver (1) -- Networking: Google Cloud DNS (1) -- Talend (1) -- Haystack (1) -- PolyBase (2) -- Docker (Machine, Swarm) (2)"
S17-IO-3009,Flink Streaming (1) -- Solr (1) -- JGroups (1) -- Azure SQL (1) -- HDF (1) -- Torque (2) -- Databus (2)
S17-IO-3010,Azure (1) -- Couchbase (1) -- Public Cloud: Azure Table (1) -- Sawzall (1) -- Phoenix (1) -- CouchDB (2) -- Disco (2)
S17-IO-3011,ZeroMQ (1) -- Blueprints (1) -- Trident (1) -- e-Science Central (1) -- Winery (1) -- Crunch (2) -- Airavata (2)
S17-IO-3012,MRQL (1) -- AWS OpsWorks (1) -- GPFS (1) -- Hazelcast (1) -- Google Bigtable (1) -- Google Prediction API & Translation API (2)
S17-IO-3013,Google Prediction API and Translation API (1) -- LMDB (key value) (1) -- QEMU (1) -- BioKepler (1) -- Google Cloud Dataflow (1) -- Pregel (2)
S17-IO-3014,Riak (1) -- Ehcache (1) -- Xen (1) -- Zookeeper (1) -- SSH (1) -- SciDB (2)
S17-IO-3015,Lucene (1) -- pbdR (1) -- Protobuf (1) -- Galera Cluster (1) -- Cassandra (1) -- Mbase (2)
S17-IO-3016,DC.js (1) -- Aerobatic (1) -- CoreOS (1) -- AMQP (1) -- Argo BEAST HPX-5 BEAST PULSAR (1) -- Apache Derby (2)
S17-IO-3017,Facebook Tao (1) -- MongoDB (1) -- Amazon (1) -- Kafka (1) -- Amazon Dynamo (1) -- Blazegraph (2)
S17-IO-3018,PostgreSQL (1) -- Impala (1) -- Hadoop (1) -- Floe (1) -- VirtualBox (1) -- Ubuntu MaaS (2) -- Pig (2)
S17-IO-3019,Stackato (1) -- Parasol (1) -- vSphere and vCloud (1) -- Totem (1) -- Libvirt (1) -- Xcat (2) -- InCommon (2)
S17-IO-3020,AppScale (1) -- CloudControl (1) -- Google Fusion Tables (1) -- Yarn (1) -- TinkerPop (1) -- LinkedIn (2) -- CloudML (2)
S17-IO-3021,CUBRID (1) -- MR-MPI (1) -- NWB (1) -- Cascading (1) -- BitTorrent (1) -- Tez (2) -- Rocks (2)
S17-IO-3022,Juju (1) -- Netty (1) -- FUSE (1) -- Google Chubby (1) -- Mesos (1) -- Pivotal GPLOAD/GPFDIST (2) -- Yarcdata (2)
S17-IO-3023,H-Store (1) -- Kyoto Cabinet (1) -- Globus Online (GridFTP) (1) -- Sahara (1) -- DataFu (1) -- Facebook Tupperware (2) -- Lambda (2)
S17-IO-3024,NiFi (NSA) (1) -- LXC (1) -- Helix (1) -- IBM dashDB (1) -- Puppet (1) -- Google Cloud SQL (2) -- Giraph (2)
S17-IO-3025,Voldemort (1) -- Buildstep (1) -- OCCI (1) -- SAP HANA (1) -- HPX-5 (1) -- IPython (2) -- CloudMesh (2)
-,-
